mission_id,solve,t_rel_s,gt_frame,dt_to_frame_s,n_animals,d_min_m,omega_ceiling,omega_realised,v_ceiling_left_flank,v_ceiling_dorsal,v_ceiling_right_flank,v_realised_left_flank,v_realised_dorsal,v_realised_right_flank,rep,seed
F4,11,196.11,13,2.35,5,60.0,0.437699,0.270153,0.8,1.0,0.8,1.0,1.0,1.0,1,1001
F4,12,206.11,14,0.38,5,60.0,0.430355,0.265874,0.8,1.0,0.6,1.0,1.0,1.0,1,1001
F4,13,217.11,15,-2.46,5,60.0,0.461203,0.280018,1.0,1.0,0.975,1.0,1.0,1.0,1,1001
F4,14,227.11,17,3.75,5,60.0,0.449579,0.28905,0.8,1.0,1.0,1.0,1.0,1.0,1,1001
F4,15,238.11,18,0.76,5,60.0,0.4888,0.2971,0.8,1.0,1.0,1.0,1.0,1.0,1,1001
F4,16,248.11,19,-1.05,5,60.0,0.493056,0.2765,0.6,1.0,1.0,1.0,1.0,1.0,1,1001
F4,17,258.11,20,-3.05,5,60.0,0.468983,0.281558,1.0,1.0,0.85,0.875,1.0,1.0,1,1001
F4,18,267.61,22,3.65,5,60.0,0.449449,0.24763,0.9375,1.0,0.85,0.8,1.0,1.0,1,1001
F4,19,278.11,23,1.16,5,60.0,0.425772,0.262515,0.7375,1.0,0.8625,0.8,1.0,0.8,1,1001
F4,20,289.11,24,-1.82,5,60.0,0.436206,0.23817,1.0,1.0,0.8625,0.8,1.0,1.0,1,1001
F4,21,298.11,25,-2.65,5,60.0,0.452931,0.246441,1.0,1.0,0.85,0.8,1.0,0.95,1,1001
F4,22,308.11,27,3.55,5,60.0,0.460756,0.285235,0.8625,1.0,1.0,1.0,1.0,1.0,1,1001
F4,23,319.11,28,0.55,5,60.0,0.476314,0.22277,1.0,1.0,0.95,1.0,1.0,0.975,1,1001
F4,24,328.61,29,-0.75,5,60.0,0.487569,0.224824,1.0,1.0,0.95,0.95,1.0,0.95,1,1001
F4,25,337.61,30,-1.74,5,60.0,0.460619,0.218836,0.95,1.0,0.95,0.95,1.0,0.95,1,1001
F4,26,347.61,31,-3.73,5,60.0,0.465871,0.243828,0.95,1.0,0.95,0.95,1.0,0.925,1,1001
F4,27,356.11,33,3.96,5,60.0,0.500602,0.232497,1.0,1.0,1.0,1.0,1.0,0.9,1,1001
F4,28,365.11,34,3.16,5,60.0,0.507591,0.222187,1.0,1.0,0.9625,0.8,1.0,0.9375,1,1001
F4,29,375.11,35,1.36,5,60.0,0.483986,0.227061,0.975,1.0,0.9625,1.0,1.0,0.8,1,1001
F4,30,385.11,36,-0.45,5,60.0,0.478416,0.232545,1.0,1.0,0.9625,1.0,1.0,1.0,1,1001
F4,31,396.11,37,-3.23,5,60.0,0.477894,0.23938,0.9375,1.0,0.925,1.0,1.0,0.8,1,1001
F4,32,407.11,39,1.95,5,60.0,0.458056,0.232039,0.875,1.0,0.875,1.0,1.0,0.8,1,1001
F4,33,418.11,40,-1.02,5,60.0,0.444963,0.254038,0.8875,1.0,0.8875,1.0,1.0,0.8,1,1001
F4,34,428.11,41,-2.85,5,60.0,0.452878,0.25834,0.9125,1.0,0.875,0.9,1.0,1.0,1,1001
F4,35,438.11,43,3.16,5,60.0,0.453888,0.214094,0.9,1.0,0.925,1.0,1.0,0.8,1,1001
F4,36,448.11,44,1.34,5,60.0,0.413316,0.198142,0.6875,1.0,0.875,0.9125,1.0,0.95,1,1001
F4,37,457.61,45,0.04,5,60.0,0.424172,0.256883,0.725,1.0,0.8875,0.95,1.0,1.0,1,1001
F4,38,467.12,46,-1.46,5,60.0,0.471115,0.259473,0.8625,1.0,0.8625,1.0,1.0,1.0,1,1001
F4,39,477.11,47,-3.26,5,50.0,0.453959,0.218941,0.875,1.0,0.925,0.9125,1.0,0.8,1,1001
F4,40,488.61,49,1.25,5,50.0,0.460173,0.201265,0.875,1.0,0.925,0.975,1.0,0.8,1,1001
F4,41,499.11,50,-1.06,5,50.0,0.453956,0.204332,0.8625,1.0,0.9375,0.8875,1.0,0.8,1,1001
F4,42,509.61,51,-3.54,5,50.0,0.441226,0.216121,0.875,1.0,0.9,0.925,1.0,0.8,1,1001
F4,43,519.61,53,2.84,5,50.0,0.45072,0.214875,0.8625,1.0,0.8625,1.0,1.0,0.8,1,1001
F4,44,528.61,54,2.05,5,50.0,0.467259,0.196972,0.925,1.0,1.0,0.95,1.0,0.85,1,1001
F4,45,537.11,55,1.57,5,50.0,0.49316,0.191458,0.9875,1.0,0.9,0.9375,1.0,1.0,1,1001
F4,46,547.61,56,-0.75,5,50.0,0.484333,0.196339,0.9625,1.0,1.0,0.85,1.0,0.85,1,1001
F4,47,557.11,57,-2.24,5,50.0,0.48807,0.159767,0.9,1.0,1.0,0.6375,1.0,0.85,1,1001
F4,48,566.61,58,-3.56,5,50.0,0.483611,0.186914,0.95,1.0,1.0,0.65,1.0,0.85,1,1001
F4,49,575.61,60,3.45,5,50.0,0.483344,0.243189,0.925,1.0,1.0,1.0,1.0,0.875,1,1001
F4,50,584.61,61,2.45,5,50.0,0.478795,0.240195,0.9,1.0,0.9,0.6125,1.0,0.8125,1,1001
F4,51,594.11,62,1.15,5,50.0,0.465619,0.264664,0.925,1.0,0.9125,1.0,1.0,0.85,1,1001
F4,52,605.11,63,-1.65,5,50.0,0.441908,0.280653,0.9125,1.0,0.7,0.8875,1.0,0.85,1,1001
F4,53,615.61,64,-3.95,5,50.0,0.451151,0.268073,0.9125,1.0,0.9,1.0,1.0,0.8375,1,1001
F4,54,626.11,66,1.76,5,50.0,0.472422,0.277881,0.8,1.0,0.8,1.0,1.0,1.0,1,1001
F4,55,636.62,67,-0.56,5,50.0,0.503727,0.279961,1.0,1.0,1.0,1.0,1.0,1.0,1,1001
F4,0,93.61,0,-0.48,5,60.0,0.460907,0.00687,0.4,1.0,1.0,0.4,0.0,0.5875,2,1002
F4,1,101.11,1,0.15,5,60.0,0.443754,0.008295,0.4,1.0,1.0,0.4,0.0,0.6,2,1002
F4,2,110.11,2,-0.85,5,60.0,0.448094,9e-06,0.4,1.0,1.0,0.2,1.0,0.575,2,1002
F4,3,118.11,3,-0.66,5,60.0,0.429131,0.000318,0.4,1.0,0.8375,0.2,1.0,0.5875,2,1002
F4,4,126.11,4,-0.46,5,60.0,0.44396,0.004931,0.4,1.0,0.8,0.2,1.0,0.7125,2,1002
F4,5,134.61,5,-0.95,5,60.0,0.473532,0.070826,0.6,1.0,1.0,0.4,1.0,0.8,2,1002
F4,6,144.61,6,-2.93,5,60.0,0.468593,0.280748,0.6,1.0,1.0,0.6,1.0,1.0,2,1002
F4,7,154.61,8,3.25,5,60.0,0.457977,0.229541,0.6,1.0,1.0,0.75,1.0,0.8,2,1002
F4,8,165.11,9,0.75,5,60.0,0.450049,0.197691,0.6,1.0,1.0,1.0,1.0,0.8,2,1002
F4,9,175.11,10,-1.06,5,60.0,0.476187,0.299294,0.8,1.0,1.0,1.0,1.0,1.0,2,1002
F4,10,185.61,11,-3.55,5,60.0,0.486099,0.328463,1.0,1.0,1.0,1.0,1.0,1.0,2,1002
F4,11,196.11,13,2.35,5,60.0,0.479669,0.270153,1.0,1.0,1.0,1.0,1.0,1.0,2,1002
F4,12,206.11,14,0.38,5,60.0,0.474247,0.265874,1.0,1.0,1.0,1.0,1.0,1.0,2,1002
F4,13,217.11,15,-2.46,5,60.0,0.481794,0.280018,1.0,1.0,1.0,1.0,1.0,1.0,2,1002
F4,14,227.11,17,3.75,5,60.0,0.476413,0.28905,1.0,1.0,1.0,1.0,1.0,1.0,2,1002
F4,15,238.11,18,0.76,5,60.0,0.48741,0.2971,1.0,1.0,0.8,1.0,1.0,1.0,2,1002
F4,16,248.11,19,-1.05,5,60.0,0.494011,0.2765,1.0,1.0,0.8,1.0,1.0,1.0,2,1002
F4,17,258.11,20,-3.05,5,60.0,0.453344,0.281558,0.6625,1.0,0.8,0.875,1.0,1.0,2,1002
F4,18,267.61,22,3.65,5,60.0,0.46858,0.24763,0.8,1.0,0.65,0.8,1.0,1.0,2,1002
F4,19,278.11,23,1.16,5,60.0,0.422815,0.262515,0.65,1.0,0.65,0.8,1.0,0.8,2,1002
F4,20,289.11,24,-1.82,5,60.0,0.451599,0.23817,0.6625,1.0,1.0,0.8,1.0,1.0,2,1002
F4,21,298.11,25,-2.65,5,60.0,0.458283,0.246441,0.8125,1.0,1.0,0.8,1.0,0.95,2,1002
F4,22,308.11,27,3.55,5,60.0,0.454437,0.285235,0.8125,1.0,0.8,1.0,1.0,1.0,2,1002
F4,23,319.11,28,0.55,5,60.0,0.499972,0.22277,1.0,1.0,0.8375,1.0,1.0,0.975,2,1002
F4,24,328.61,29,-0.75,5,60.0,0.488426,0.224824,0.9,1.0,0.8,0.95,1.0,0.95,2,1002
F4,25,337.61,30,-1.74,5,60.0,0.499135,0.218836,0.9125,1.0,0.8625,0.95,1.0,0.95,2,1002
F4,26,347.61,31,-3.73,5,60.0,0.474607,0.243828,0.9125,1.0,0.8,0.95,1.0,0.925,2,1002
F4,27,356.11,33,3.96,5,60.0,0.517098,0.232497,1.0,1.0,1.0,1.0,1.0,0.9,2,1002
F4,28,365.11,34,3.16,5,60.0,0.524795,0.222187,0.925,1.0,1.0,0.8,1.0,0.9375,2,1002
F4,29,375.11,35,1.36,5,60.0,0.4893,0.227061,0.875,1.0,0.8,1.0,1.0,0.8,2,1002
F4,30,385.11,36,-0.45,5,60.0,0.501686,0.232545,0.8875,1.0,1.0,1.0,1.0,1.0,2,1002
F4,31,396.11,37,-3.23,5,60.0,0.513601,0.23938,0.875,1.0,0.975,1.0,1.0,0.8,2,1002
F4,32,407.11,39,1.95,5,60.0,0.496802,0.232039,0.8625,1.0,0.9125,1.0,1.0,0.8,2,1002
F4,33,418.11,40,-1.02,5,60.0,0.477639,0.254038,0.875,1.0,0.7375,1.0,1.0,0.8,2,1002
F4,34,428.11,41,-2.85,5,60.0,0.471,0.25834,0.85,1.0,0.9125,0.9,1.0,1.0,2,1002
F4,35,438.11,43,3.16,5,60.0,0.489786,0.214094,0.875,1.0,0.95,1.0,1.0,0.8,2,1002
F4,36,448.11,44,1.34,5,60.0,0.505471,0.198142,0.85,1.0,0.9125,0.9125,1.0,0.95,2,1002
F4,37,457.61,45,0.04,5,60.0,0.51381,0.256883,0.9125,1.0,0.925,0.95,1.0,1.0,2,1002
F4,38,467.12,46,-1.46,5,60.0,0.494201,0.259473,0.85,1.0,0.875,1.0,1.0,1.0,2,1002
F4,39,477.11,47,-3.26,5,50.0,0.469004,0.218941,0.85,1.0,0.8875,0.9125,1.0,0.8,2,1002
F4,40,488.61,49,1.25,5,50.0,0.478632,0.201265,0.8625,1.0,0.9,0.975,1.0,0.8,2,1002
F4,41,499.11,50,-1.06,5,50.0,0.466903,0.204332,0.85,1.0,0.85,0.8875,1.0,0.8,2,1002
F4,42,509.61,51,-3.54,5,50.0,0.463435,0.216121,0.85,1.0,0.8875,0.925,1.0,0.8,2,1002
F4,43,519.61,53,2.84,5,50.0,0.458444,0.214875,0.875,1.0,0.9,1.0,1.0,0.8,2,1002
F4,44,528.61,54,2.05,5,50.0,0.472513,0.196972,0.9,1.0,0.925,0.95,1.0,0.85,2,1002
F4,45,537.11,55,1.57,5,50.0,0.495059,0.191458,0.9875,1.0,0.9375,0.9375,1.0,1.0,2,1002
F4,46,547.61,56,-0.75,5,50.0,0.484363,0.196339,0.95,1.0,0.9375,0.85,1.0,0.85,2,1002
F4,47,557.11,57,-2.24,5,50.0,0.487035,0.159767,0.9,1.0,0.9125,0.6375,1.0,0.85,2,1002
F4,48,566.61,58,-3.56,5,50.0,0.483835,0.186914,0.95,1.0,0.925,0.65,1.0,0.85,2,1002
F4,49,575.61,60,3.45,5,50.0,0.473834,0.243189,0.9125,1.0,0.975,1.0,1.0,0.875,2,1002
F4,50,584.61,61,2.45,5,50.0,0.471293,0.240195,0.9375,1.0,0.9125,0.6125,1.0,0.8125,2,1002
F4,51,594.11,62,1.15,5,50.0,0.446919,0.264664,0.9125,1.0,0.9375,1.0,1.0,0.85,2,1002
F4,52,605.11,63,-1.65,5,50.0,0.429901,0.280653,0.7125,1.0,0.925,0.8875,1.0,0.85,2,1002
F4,53,615.61,64,-3.95,5,50.0,0.44472,0.268073,0.9125,1.0,0.925,1.0,1.0,0.8375,2,1002
F4,54,626.11,66,1.76,5,50.0,0.463472,0.277881,0.8,1.0,1.0,1.0,1.0,1.0,2,1002
F4,55,636.62,67,-0.56,5,50.0,0.501238,0.279961,1.0,1.0,1.0,1.0,1.0,1.0,2,1002
F4,0,93.61,0,-0.48,5,60.0,0.431613,0.00687,0.4,1.0,1.0,0.4,0.0,0.5875,3,1003
F4,1,101.11,1,0.15,5,60.0,0.427701,0.008295,0.2,1.0,1.0,0.4,0.0,0.6,3,1003
F4,2,110.11,2,-0.85,5,60.0,0.441607,9e-06,0.2,1.0,1.0,0.2,1.0,0.575,3,1003
F4,3,118.11,3,-0.66,5,60.0,0.434106,0.000318,0.8,1.0,0.95,0.2,1.0,0.5875,3,1003
F4,4,126.11,4,-0.46,5,60.0,0.459715,0.004931,0.6,1.0,1.0,0.2,1.0,0.7125,3,1003
F4,5,134.61,5,-0.95,5,60.0,0.486715,0.070826,0.8,1.0,1.0,0.4,1.0,0.8,3,1003
F4,6,144.61,6,-2.93,5,60.0,0.488302,0.280748,0.8,1.0,1.0,0.6,1.0,1.0,3,1003
F4,7,154.61,8,3.25,5,60.0,0.469284,0.229541,0.6,1.0,1.0,0.75,1.0,0.8,3,1003
F4,8,165.11,9,0.75,5,60.0,0.447574,0.197691,0.6,1.0,1.0,1.0,1.0,0.8,3,1003
F4,9,175.11,10,-1.06,5,60.0,0.477683,0.299294,1.0,1.0,1.0,1.0,1.0,1.0,3,1003
F4,10,185.61,11,-3.55,5,60.0,0.474706,0.328463,1.0,1.0,1.0,1.0,1.0,1.0,3,1003
F4,11,196.11,13,2.35,5,60.0,0.478055,0.270153,1.0,1.0,1.0,1.0,1.0,1.0,3,1003
F4,12,206.11,14,0.38,5,60.0,0.47424,0.265874,1.0,1.0,0.8,1.0,1.0,1.0,3,1003
F4,13,217.11,15,-2.46,5,60.0,0.479149,0.280018,1.0,1.0,1.0,1.0,1.0,1.0,3,1003
F4,14,227.11,17,3.75,5,60.0,0.507989,0.28905,1.0,1.0,1.0,1.0,1.0,1.0,3,1003
F4,15,238.11,18,0.76,5,60.0,0.523178,0.2971,1.0,1.0,0.8,1.0,1.0,1.0,3,1003
F4,16,248.11,19,-1.05,5,60.0,0.530974,0.2765,1.0,1.0,0.8,1.0,1.0,1.0,3,1003
F4,17,258.11,20,-3.05,5,60.0,0.468947,0.281558,0.6625,1.0,0.7,0.875,1.0,1.0,3,1003
F4,18,267.61,22,3.65,5,60.0,0.458554,0.24763,0.8,1.0,0.65,0.8,1.0,1.0,3,1003
F4,19,278.11,23,1.16,5,60.0,0.420748,0.262515,0.65,1.0,0.85,0.8,1.0,0.8,3,1003
F4,20,289.11,24,-1.82,5,60.0,0.444578,0.23817,0.6625,1.0,1.0,0.8,1.0,1.0,3,1003
F4,21,298.11,25,-2.65,5,60.0,0.446787,0.246441,0.8125,1.0,0.8875,0.8,1.0,0.95,3,1003
F4,22,308.11,27,3.55,5,60.0,0.453793,0.285235,0.8125,1.0,0.6875,1.0,1.0,1.0,3,1003
F4,23,319.11,28,0.55,5,60.0,0.496357,0.22277,1.0,1.0,0.9125,1.0,1.0,0.975,3,1003
F4,24,328.61,29,-0.75,5,60.0,0.470884,0.224824,0.8625,1.0,0.9125,0.95,1.0,0.95,3,1003
F4,25,337.61,30,-1.74,5,60.0,0.486264,0.218836,0.8625,1.0,0.9125,0.95,1.0,0.95,3,1003
F4,26,347.61,31,-3.73,5,60.0,0.481226,0.243828,0.8875,1.0,0.925,0.95,1.0,0.925,3,1003
F4,27,356.11,33,3.96,5,60.0,0.518029,0.232497,1.0,1.0,1.0,1.0,1.0,0.9,3,1003
F4,28,365.11,34,3.16,5,60.0,0.537398,0.222187,0.925,1.0,0.975,0.8,1.0,0.9375,3,1003
F4,29,375.11,35,1.36,5,60.0,0.501746,0.227061,0.8875,1.0,0.9625,1.0,1.0,0.8,3,1003
F4,30,385.11,36,-0.45,5,60.0,0.513211,0.232545,0.925,1.0,0.975,1.0,1.0,1.0,3,1003
F4,31,396.11,37,-3.23,5,60.0,0.513084,0.23938,0.875,1.0,0.9375,1.0,1.0,0.8,3,1003
F4,32,407.11,39,1.95,5,60.0,0.493984,0.232039,0.8625,1.0,0.8875,1.0,1.0,0.8,3,1003
F4,33,418.11,40,-1.02,5,60.0,0.476777,0.254038,0.875,1.0,0.9,1.0,1.0,0.8,3,1003
F4,34,428.11,41,-2.85,5,60.0,0.469156,0.25834,0.85,1.0,0.875,0.9,1.0,1.0,3,1003
F4,35,438.11,43,3.16,5,60.0,0.478275,0.214094,0.825,1.0,0.925,1.0,1.0,0.8,3,1003
F4,36,448.11,44,1.34,5,60.0,0.469902,0.198142,0.85,1.0,0.875,0.9125,1.0,0.95,3,1003
F4,37,457.61,45,0.04,5,60.0,0.477608,0.256883,0.8625,1.0,0.9125,0.95,1.0,1.0,3,1003
F4,38,467.12,46,-1.46,5,60.0,0.470112,0.259473,0.85,1.0,0.8625,1.0,1.0,1.0,3,1003
F4,39,477.11,47,-3.26,5,50.0,0.450268,0.218941,0.85,1.0,0.875,0.9125,1.0,0.8,3,1003
F4,40,488.61,49,1.25,5,50.0,0.460746,0.201265,0.8625,1.0,0.9,0.975,1.0,0.8,3,1003
F4,41,499.11,50,-1.06,5,50.0,0.448764,0.204332,0.85,1.0,0.8875,0.8875,1.0,0.8,3,1003
F4,42,509.61,51,-3.54,5,50.0,0.441741,0.216121,0.85,1.0,0.8875,0.925,1.0,0.8,3,1003
F4,43,519.61,53,2.84,5,50.0,0.447429,0.214875,0.875,1.0,0.8875,1.0,1.0,0.8,3,1003
F4,44,528.61,54,2.05,5,50.0,0.456255,0.196972,0.9,1.0,0.8875,0.95,1.0,0.85,3,1003
F4,45,537.11,55,1.57,5,50.0,0.473757,0.191458,0.9875,1.0,0.9,0.9375,1.0,1.0,3,1003
F4,46,547.61,56,-0.75,5,50.0,0.472068,0.196339,0.95,1.0,0.9375,0.85,1.0,0.85,3,1003
F4,47,557.11,57,-2.24,5,50.0,0.472485,0.159767,0.9,1.0,0.9125,0.6375,1.0,0.85,3,1003
F4,48,566.61,58,-3.56,5,50.0,0.470334,0.186914,0.95,1.0,0.925,0.65,1.0,0.85,3,1003
F4,49,575.61,60,3.45,5,50.0,0.469215,0.243189,0.9125,1.0,0.9625,1.0,1.0,0.875,3,1003
F4,50,584.61,61,2.45,5,50.0,0.463881,0.240195,0.9375,1.0,0.9,0.6125,1.0,0.8125,3,1003
F4,51,594.11,62,1.15,5,50.0,0.449615,0.264664,0.9125,1.0,0.925,1.0,1.0,0.85,3,1003
F4,52,605.11,63,-1.65,5,50.0,0.443119,0.280653,0.7125,1.0,0.9125,0.8875,1.0,0.85,3,1003
F4,53,615.61,64,-3.95,5,50.0,0.451231,0.268073,0.7125,1.0,0.9125,1.0,1.0,0.8375,3,1003
F4,54,626.11,66,1.76,5,50.0,0.473947,0.277881,0.8,1.0,1.0,1.0,1.0,1.0,3,1003
F4,55,636.62,67,-0.56,5,50.0,0.503214,0.279961,1.0,1.0,1.0,1.0,1.0,1.0,3,1003
F4,0,93.61,0,-0.48,5,60.0,0.448401,0.00687,1.0,1.0,0.6,0.4,0.0,0.5875,4,1004
F4,1,101.11,1,0.15,5,60.0,0.475878,0.008295,1.0,1.0,0.8,0.4,0.0,0.6,4,1004
F4,2,110.11,2,-0.85,5,60.0,0.518067,9e-06,1.0,1.0,1.0,0.2,1.0,0.575,4,1004
F4,3,118.11,3,-0.66,5,60.0,0.4768,0.000318,1.0,1.0,0.775,0.2,1.0,0.5875,4,1004
F4,4,126.11,4,-0.46,5,60.0,0.471659,0.004931,1.0,1.0,0.8625,0.2,1.0,0.7125,4,1004
F4,5,134.61,5,-0.95,5,60.0,0.442523,0.070826,1.0,1.0,0.8625,0.4,1.0,0.8,4,1004
F4,6,144.61,6,-2.93,5,60.0,0.475191,0.280748,1.0,1.0,1.0,0.6,1.0,1.0,4,1004
F4,7,154.61,8,3.25,5,60.0,0.450529,0.229541,1.0,1.0,0.9875,0.75,1.0,0.8,4,1004
F4,8,165.11,9,0.75,5,60.0,0.461412,0.197691,1.0,1.0,1.0,1.0,1.0,0.8,4,1004
F4,9,175.11,10,-1.06,5,60.0,0.455521,0.299294,1.0,1.0,1.0,1.0,1.0,1.0,4,1004
F4,10,185.61,11,-3.55,5,60.0,0.474957,0.328463,1.0,1.0,1.0,1.0,1.0,1.0,4,1004
F4,11,196.11,13,2.35,5,60.0,0.485679,0.270153,1.0,1.0,1.0,1.0,1.0,1.0,4,1004
F4,12,206.11,14,0.38,5,60.0,0.482308,0.265874,1.0,1.0,1.0,1.0,1.0,1.0,4,1004
F4,13,217.11,15,-2.46,5,60.0,0.486433,0.280018,1.0,1.0,1.0,1.0,1.0,1.0,4,1004
F4,14,227.11,17,3.75,5,60.0,0.467502,0.28905,1.0,1.0,1.0,1.0,1.0,1.0,4,1004
F4,15,238.11,18,0.76,5,60.0,0.495075,0.2971,1.0,1.0,0.8,1.0,1.0,1.0,4,1004
F4,16,248.11,19,-1.05,5,60.0,0.497444,0.2765,1.0,1.0,0.8,1.0,1.0,1.0,4,1004
F4,17,258.11,20,-3.05,5,60.0,0.420602,0.281558,0.6625,1.0,0.675,0.875,1.0,1.0,4,1004
F4,18,267.61,22,3.65,5,60.0,0.436062,0.24763,0.8,1.0,0.8375,0.8,1.0,1.0,4,1004
F4,19,278.11,23,1.16,5,60.0,0.439613,0.262515,0.65,1.0,0.8625,0.8,1.0,0.8,4,1004
F4,20,289.11,24,-1.82,5,60.0,0.453879,0.23817,0.6625,1.0,0.8875,0.8,1.0,1.0,4,1004
F4,21,298.11,25,-2.65,5,60.0,0.470291,0.246441,0.8125,1.0,0.8625,0.8,1.0,0.95,4,1004
F4,22,308.11,27,3.55,5,60.0,0.432675,0.285235,0.6625,1.0,0.8875,1.0,1.0,1.0,4,1004
F4,23,319.11,28,0.55,5,60.0,0.454253,0.22277,1.0,1.0,0.9,1.0,1.0,0.975,4,1004
F4,24,328.61,29,-0.75,5,60.0,0.446653,0.224824,0.9,1.0,0.9,0.95,1.0,0.95,4,1004
F4,25,337.61,30,-1.74,5,60.0,0.453187,0.218836,0.9125,1.0,0.9125,0.95,1.0,0.95,4,1004
F4,26,347.61,31,-3.73,5,60.0,0.42793,0.243828,0.9125,1.0,0.9375,0.95,1.0,0.925,4,1004
F4,27,356.11,33,3.96,5,60.0,0.473911,0.232497,1.0,1.0,1.0,1.0,1.0,0.9,4,1004
F4,28,365.11,34,3.16,5,60.0,0.50335,0.222187,0.925,1.0,0.95,0.8,1.0,0.9375,4,1004
F4,29,375.11,35,1.36,5,60.0,0.470737,0.227061,0.8875,1.0,0.9625,1.0,1.0,0.8,4,1004
F4,30,385.11,36,-0.45,5,60.0,0.471014,0.232545,0.8875,1.0,0.9625,1.0,1.0,1.0,4,1004
F4,31,396.11,37,-3.23,5,60.0,0.476578,0.23938,0.8375,1.0,0.925,1.0,1.0,0.8,4,1004
F4,32,407.11,39,1.95,5,60.0,0.453961,0.232039,0.8625,1.0,0.875,1.0,1.0,0.8,4,1004
F4,33,418.11,40,-1.02,5,60.0,0.43754,0.254038,0.875,1.0,0.875,1.0,1.0,0.8,4,1004
F4,34,428.11,41,-2.85,5,60.0,0.418529,0.25834,0.85,1.0,0.8625,0.9,1.0,1.0,4,1004
F4,35,438.11,43,3.16,5,60.0,0.463723,0.214094,0.875,1.0,0.925,1.0,1.0,0.8,4,1004
F4,36,448.11,44,1.34,5,60.0,0.446256,0.198142,0.65,1.0,0.8875,0.9125,1.0,0.95,4,1004
F4,37,457.61,45,0.04,5,60.0,0.453362,0.256883,0.6625,1.0,0.9,0.95,1.0,1.0,4,1004
F4,38,467.12,46,-1.46,5,60.0,0.442166,0.259473,0.65,1.0,0.875,1.0,1.0,1.0,4,1004
F4,39,477.11,47,-3.26,5,50.0,0.42104,0.218941,0.85,1.0,0.8875,0.9125,1.0,0.8,4,1004
F4,40,488.61,49,1.25,5,50.0,0.436456,0.201265,0.8625,1.0,0.9,0.975,1.0,0.8,4,1004
F4,41,499.11,50,-1.06,5,50.0,0.416874,0.204332,0.85,1.0,1.0,0.8875,1.0,0.8,4,1004
F4,42,509.61,51,-3.54,5,50.0,0.425958,0.216121,0.85,1.0,0.8875,0.925,1.0,0.8,4,1004
F4,43,519.61,53,2.84,5,50.0,0.443158,0.214875,0.8625,1.0,0.9,1.0,1.0,0.8,4,1004
F4,44,528.61,54,2.05,5,50.0,0.45949,0.196972,0.9,1.0,0.925,0.95,1.0,0.85,4,1004
F4,45,537.11,55,1.57,5,50.0,0.475133,0.191458,0.95,1.0,1.0,0.9375,1.0,1.0,4,1004
F4,46,547.61,56,-0.75,5,50.0,0.441354,0.196339,0.95,1.0,0.925,0.85,1.0,0.85,4,1004
F4,47,557.11,57,-2.24,5,50.0,0.45336,0.159767,0.9,1.0,0.9125,0.6375,1.0,0.85,4,1004
F4,48,566.61,58,-3.56,5,50.0,0.452118,0.186914,0.95,1.0,0.9625,0.65,1.0,0.85,4,1004
F4,49,575.61,60,3.45,5,50.0,0.452386,0.243189,0.9125,1.0,0.9625,1.0,1.0,0.875,4,1004
F4,50,584.61,61,2.45,5,50.0,0.446949,0.240195,0.9375,1.0,0.9125,0.6125,1.0,0.8125,4,1004
F4,51,594.11,62,1.15,5,50.0,0.429653,0.264664,0.9125,1.0,0.9375,1.0,1.0,0.85,4,1004
F4,52,605.11,63,-1.65,5,50.0,0.464137,0.280653,0.9125,1.0,0.9375,0.8875,1.0,0.85,4,1004
F4,53,615.61,64,-3.95,5,50.0,0.462193,0.268073,0.9125,1.0,0.9375,1.0,1.0,0.8375,4,1004
F4,54,626.11,66,1.76,5,50.0,0.49504,0.277881,1.0,1.0,1.0,1.0,1.0,1.0,4,1004
F4,55,636.62,67,-0.56,5,50.0,0.520208,0.279961,1.0,1.0,1.0,1.0,1.0,1.0,4,1004
F3,0,81.42,0,-0.18,3,60.0,0.561253,0.011664,1.0,1.0,1.0,0.3333,0.0,0.6667,0,2000
F3,1,89.92,1,5.08,3,60.0,0.669964,0.002187,1.0,1.0,1.0,0.0,0.0,0.3333,0,2000
F3,2,97.92,1,-2.92,3,60.0,0.670026,0.002242,1.0,1.0,1.0,0.0,0.0,0.3333,0,2000
F3,3,105.92,2,-0.23,3,60.0,0.66763,0.00174,1.0,1.0,1.0,0.0,1.0,0.6667,0,2000
F3,4,113.92,3,1.77,3,60.0,0.674152,0.014096,1.0,1.0,1.0,0.3333,1.0,0.3333,0,2000
F3,5,121.92,4,3.77,3,60.0,0.554978,0.021145,0.7917,1.0,0.6667,0.6667,1.0,0.0,0,2000
F3,6,129.92,4,-4.23,3,60.0,0.555983,0.011604,0.7917,1.0,0.6667,0.6667,1.0,0.0,0,2000
F3,7,138.42,5,-2.73,3,60.0,0.669631,0.153284,1.0,1.0,0.9375,1.0,1.0,0.3333,0,2000
F3,8,145.93,6,-2.22,3,60.0,0.614653,0.160577,1.0,1.0,0.7083,1.0,1.0,0.0,0,2000
F3,10,163.42,7,-0.12,3,60.0,0.566163,0.345469,0.75,1.0,0.6875,0.6458,1.0,0.4583,0,2000
F3,11,171.42,8,1.71,3,60.0,0.568307,0.468232,1.0,1.0,0.6042,0.7083,1.0,0.7083,0,2000
F3,12,180.42,9,2.71,3,60.0,0.512239,0.482263,1.0,1.0,0.8542,0.6042,1.0,0.75,0,2000
