mission_id,solve,t_rel_s,gt_frame,dt_to_frame_s,n_animals,d_min_m,omega_ceiling,omega_realised,v_ceiling_left_flank,v_ceiling_dorsal,v_ceiling_right_flank,v_realised_left_flank,v_realised_dorsal,v_realised_right_flank,rep,seed
F3,13,189.92,10,3.21,3,60.0,0.550161,0.463303,0.7917,1.0,0.8125,0.8333,1.0,0.75,0,2000
F3,14,198.92,11,4.21,3,60.0,0.552055,0.474606,0.7917,1.0,0.8125,0.8333,1.0,0.75,0,2000
F3,15,327.42,24,-0.08,16,60.0,0.334347,5e-06,0.7891,1.0,0.7148,0.0625,0.5625,0.2852,0,2000
F3,16,341.42,26,2.12,16,60.0,0.332625,2e-06,0.6875,1.0,0.7695,0.0625,0.5625,0.2891,0,2000
F3,17,356.92,28,2.98,13,60.0,0.3857,0.0,0.9231,1.0,0.8173,0.0,0.0,0.0,0,2000
F3,18,367.92,29,-0.01,13,60.0,0.376186,0.0,0.7837,1.0,0.7692,0.0,0.0,0.0,0,2000
F3,19,379.93,30,-3.99,13,60.0,0.380574,0.017027,0.774,1.0,0.8846,0.1779,1.0,0.7452,0,2000
F3,20,393.92,32,-1.81,15,60.0,0.390849,0.256984,0.875,1.0,0.8792,0.7917,1.0,0.9375,0,2000
F3,21,406.42,34,1.89,15,60.0,0.387255,0.272634,0.9833,1.0,0.9625,0.8625,1.0,0.9333,0,2000
F3,22,419.42,35,-3.11,14,60.0,0.379395,0.293041,0.9509,1.0,0.9018,0.75,1.0,0.9554,0,2000
F3,23,431.42,37,0.89,14,60.0,0.370881,0.294795,0.9777,1.0,0.875,0.9554,1.0,0.7991,0,2000
F3,24,445.43,39,2.91,14,60.0,0.381487,0.31889,0.9107,1.0,0.8884,0.8705,1.0,0.8661,0,2000
F3,25,459.93,40,-3.42,14,60.0,0.378775,0.302077,0.9018,1.0,0.8839,0.7411,1.0,0.8438,0,2000
F3,26,473.42,42,-0.7,14,60.0,0.401606,0.311572,0.9732,1.0,0.9554,0.8661,1.0,0.9777,0,2000
F3,27,488.42,44,0.31,14,60.0,0.410215,0.333182,0.9777,1.0,0.9196,0.8973,1.0,0.9777,0,2000
F3,28,501.92,46,2.99,14,60.0,0.398035,0.310186,0.9062,1.0,0.8482,0.9598,1.0,0.9286,0,2000
F3,29,515.92,47,-3.0,14,60.0,0.406888,0.316237,0.9107,1.0,0.8304,0.9598,1.0,0.9375,0,2000
F3,30,530.92,49,-1.8,14,60.0,0.412793,0.287481,0.9107,1.0,0.8929,0.9375,1.0,0.8705,0,2000
F3,31,543.92,51,1.59,14,60.0,0.386799,0.3265,0.9732,1.0,0.9286,0.9464,1.0,0.9777,0,2000
F3,32,554.92,52,0.81,14,60.0,0.396055,0.307095,0.9241,1.0,0.8705,0.9688,1.0,0.9554,0,2000
F3,33,563.42,53,0.48,14,60.0,0.381606,0.264344,0.9732,1.0,0.9152,0.9955,1.0,0.9732,0,2000
F3,34,572.93,54,-1.01,13,60.0,0.405084,0.280945,0.9615,1.0,0.899,0.9904,1.0,1.0,0,2000
F3,35,581.92,55,-1.82,12,60.0,0.421356,0.290386,0.9583,1.0,0.8802,0.9792,1.0,0.9896,0,2000
F3,36,590.42,56,-1.49,12,60.0,0.393695,0.181806,0.9167,1.0,0.8854,0.8646,1.0,0.8854,0,2000
F3,38,605.92,57,0.47,6,60.0,0.484493,0.21211,0.8021,1.0,0.9062,0.9688,1.0,0.8333,0,2000
F3,39,613.92,58,4.73,5,60.0,0.484352,0.210639,0.925,1.0,0.875,0.8,1.0,0.9125,0,2000
F3,40,623.93,59,4.72,10,60.0,0.379693,0.033199,0.8625,1.0,0.8313,0.775,1.0,0.6312,0,2000
F3,41,634.42,60,4.23,10,60.0,0.388566,0.124282,0.85,1.0,0.925,0.6375,1.0,0.7812,0,2000
F3,42,645.92,61,2.73,10,60.0,0.394482,0.127333,0.8812,1.0,0.9688,0.8,1.0,0.7688,0,2000
F3,43,655.42,62,3.23,10,60.0,0.369868,0.146316,0.8812,1.0,1.0,0.875,1.0,1.0,0,2000
F3,44,664.42,63,4.23,9,60.0,0.439776,0.238746,1.0,1.0,1.0,1.0,1.0,0.9306,0,2000
F3,45,673.92,64,4.73,10,60.0,0.382091,0.201262,0.9,1.0,0.9437,0.9,1.0,0.9812,0,2000
F3,46,683.92,65,4.73,10,60.0,0.35185,0.167897,0.9,1.0,0.9062,0.8438,1.0,0.8562,0,2000
F3,47,693.92,66,4.73,12,60.0,0.36948,0.184207,0.9896,1.0,1.0,0.9167,1.0,0.9844,0,2000
F3,48,704.92,67,5.1,12,60.0,0.356954,0.193894,0.9062,1.0,0.9844,1.0,1.0,0.9688,0,2000
F3,49,712.92,67,-2.9,12,60.0,0.358561,0.187959,0.9062,1.0,0.9844,1.0,1.0,0.9688,0,2000
F3,50,718.42,68,2.08,11,60.0,0.335168,0.18413,0.8977,1.0,0.8011,0.9602,1.0,0.7841,0,2000
F3,51,725.92,69,4.58,6,60.0,0.33637,0.185787,0.8958,1.0,0.875,0.9271,1.0,0.8438,0,2000
F3,52,732.92,69,-2.42,6,60.0,0.341902,0.18571,0.7292,1.0,0.875,0.9271,1.0,0.8438,0,2000
F3,53,739.92,70,0.58,8,60.0,0.363637,0.303358,0.8281,1.0,0.9531,0.9844,1.0,0.8906,0,2000
F3,54,747.92,71,2.58,6,60.0,0.384453,0.240084,1.0,1.0,0.8333,1.0,1.0,1.0,0,2000
F3,0,81.42,0,-0.18,3,60.0,0.49659,0.011664,1.0,1.0,1.0,0.3333,0.0,0.6667,1,2001
F3,1,89.92,1,5.08,3,60.0,0.562595,0.002187,1.0,1.0,1.0,0.0,0.0,0.3333,1,2001
F3,2,97.92,1,-2.92,3,60.0,0.655397,0.002242,1.0,1.0,1.0,0.0,0.0,0.3333,1,2001
F3,3,105.92,2,-0.23,3,60.0,0.657603,0.00174,1.0,1.0,1.0,0.0,1.0,0.6667,1,2001
F3,4,113.92,3,1.77,3,60.0,0.669595,0.014096,1.0,1.0,1.0,0.3333,1.0,0.3333,1,2001
F3,5,121.92,4,3.77,3,60.0,0.532151,0.021145,0.6458,1.0,0.6667,0.6667,1.0,0.0,1,2001
F3,6,129.92,4,-4.23,3,60.0,0.537399,0.011604,0.6458,1.0,0.6667,0.6667,1.0,0.0,1,2001
F3,7,138.42,5,-2.73,3,60.0,0.623199,0.153284,1.0,1.0,0.9375,1.0,1.0,0.3333,1,2001
F3,8,145.93,6,-2.22,3,60.0,0.526805,0.160577,0.7708,1.0,0.7083,1.0,1.0,0.0,1,2001
F3,10,163.42,7,-0.12,3,60.0,0.501788,0.345469,0.6042,1.0,0.75,0.6458,1.0,0.4583,1,2001
F3,11,171.42,8,1.71,3,60.0,0.50694,0.468232,0.8958,1.0,0.5417,0.7083,1.0,0.7083,1,2001
F3,12,180.42,9,2.71,3,60.0,0.459535,0.482263,0.7083,1.0,0.8125,0.6042,1.0,0.75,1,2001
F3,13,189.92,10,3.21,3,60.0,0.519987,0.463303,0.6667,1.0,1.0,0.8333,1.0,0.75,1,2001
F3,14,198.92,11,4.21,3,60.0,0.534455,0.474606,0.6667,1.0,1.0,0.8333,1.0,0.75,1,2001
F3,15,327.42,24,-0.08,16,60.0,0.373457,5e-06,0.875,1.0,0.7969,0.0625,0.5625,0.2852,1,2001
F3,16,341.42,26,2.12,16,60.0,0.371413,2e-06,0.8906,1.0,0.8359,0.0625,0.5625,0.2891,1,2001
F3,17,356.92,28,2.98,13,60.0,0.397405,0.0,0.9231,1.0,1.0,0.0,0.0,0.0,1,2001
F3,18,367.92,29,-0.01,13,60.0,0.389058,0.0,0.899,1.0,0.899,0.0,0.0,0.0,1,2001
F3,19,379.93,30,-3.99,13,60.0,0.391621,0.017027,0.6923,1.0,0.9135,0.1779,1.0,0.7452,1,2001
F3,20,393.92,32,-1.81,15,60.0,0.402167,0.256984,0.8583,1.0,0.9375,0.7917,1.0,0.9375,1,2001
F3,21,406.42,34,1.89,15,60.0,0.418272,0.272634,0.7958,1.0,1.0,0.8625,1.0,0.9333,1,2001
F3,22,419.42,35,-3.11,14,60.0,0.405382,0.293041,0.75,1.0,0.9107,0.75,1.0,0.9554,1,2001
F3,23,431.42,37,0.89,14,60.0,0.387795,0.294795,0.6964,1.0,0.8705,0.9554,1.0,0.7991,1,2001
F3,24,445.43,39,2.91,14,60.0,0.398863,0.31889,0.7321,1.0,0.8482,0.8705,1.0,0.8661,1,2001
F3,25,459.93,40,-3.42,14,60.0,0.374879,0.302077,0.6741,1.0,0.7188,0.7411,1.0,0.8438,1,2001
F3,26,473.42,42,-0.7,14,60.0,0.396647,0.311572,0.7723,1.0,0.8839,0.8661,1.0,0.9777,1,2001
F3,27,488.42,44,0.31,14,60.0,0.388451,0.333182,0.817,1.0,0.9688,0.8973,1.0,0.9777,1,2001
F3,28,501.92,46,2.99,14,60.0,0.388748,0.310186,0.8616,1.0,0.9509,0.9598,1.0,0.9286,1,2001
F3,29,515.92,47,-3.0,14,60.0,0.368945,0.316237,0.7589,1.0,0.8839,0.9598,1.0,0.9375,1,2001
F3,30,530.92,49,-1.8,14,60.0,0.380507,0.287481,0.7634,1.0,0.7723,0.9375,1.0,0.8705,1,2001
F3,31,543.92,51,1.59,14,60.0,0.382281,0.3265,0.7857,1.0,0.7277,0.9464,1.0,0.9777,1,2001
F3,32,554.92,52,0.81,14,60.0,0.389352,0.307095,0.8304,1.0,0.6741,0.9688,1.0,0.9554,1,2001
F3,33,563.42,53,0.48,14,60.0,0.372463,0.264344,0.8884,1.0,0.8661,0.9955,1.0,0.9732,1,2001
F3,34,572.93,54,-1.01,13,60.0,0.402942,0.280945,0.8798,1.0,0.8029,0.9904,1.0,1.0,1,2001
F3,35,581.92,55,-1.82,12,60.0,0.412786,0.290386,0.9375,1.0,0.7448,0.9792,1.0,0.9896,1,2001
F3,36,590.42,56,-1.49,12,60.0,0.365238,0.181806,0.7708,1.0,0.6875,0.8646,1.0,0.8854,1,2001
F3,38,605.92,57,0.47,6,60.0,0.517369,0.21211,0.9167,1.0,1.0,0.9688,1.0,0.8333,1,2001
F3,39,613.92,58,4.73,5,60.0,0.510812,0.210639,0.875,1.0,0.8375,0.8,1.0,0.9125,1,2001
F3,40,623.93,59,4.72,10,60.0,0.408096,0.033199,0.8812,1.0,0.9125,0.775,1.0,0.6312,1,2001
F3,41,634.42,60,4.23,10,60.0,0.416439,0.124282,0.9375,1.0,0.825,0.6375,1.0,0.7812,1,2001
F3,42,645.92,61,2.73,10,60.0,0.41472,0.127333,0.9625,1.0,1.0,0.8,1.0,0.7688,1,2001
F3,43,655.42,62,3.23,10,60.0,0.407473,0.146316,0.975,1.0,1.0,0.875,1.0,1.0,1,2001
F3,44,664.42,63,4.23,9,60.0,0.446474,0.238746,1.0,1.0,0.9722,1.0,1.0,0.9306,1,2001
F3,45,673.92,64,4.73,10,60.0,0.400923,0.201262,0.9563,1.0,1.0,0.9,1.0,0.9812,1,2001
F3,46,683.92,65,4.73,10,60.0,0.376026,0.167897,0.8875,1.0,0.925,0.8438,1.0,0.8562,1,2001
F3,47,693.92,66,4.73,12,60.0,0.393192,0.184207,0.9844,1.0,1.0,0.9167,1.0,0.9844,1,2001
F3,48,704.92,67,5.1,12,60.0,0.365293,0.193894,0.901,1.0,0.9844,1.0,1.0,0.9688,1,2001
F3,49,712.92,67,-2.9,12,60.0,0.365297,0.187959,0.901,1.0,0.9844,1.0,1.0,0.9688,1,2001
F3,50,718.42,68,2.08,11,60.0,0.352199,0.18413,0.8807,1.0,0.7557,0.9602,1.0,0.7841,1,2001
F3,51,725.92,69,4.58,6,60.0,0.382386,0.185787,0.8333,1.0,0.875,0.9271,1.0,0.8438,1,2001
F3,52,732.92,69,-2.42,6,60.0,0.382643,0.18571,0.8333,1.0,0.875,0.9271,1.0,0.8438,1,2001
F3,53,739.92,70,0.58,8,60.0,0.394111,0.303358,1.0,1.0,0.9141,0.9844,1.0,0.8906,1,2001
F3,54,747.92,71,2.58,6,60.0,0.40527,0.240084,1.0,1.0,1.0,1.0,1.0,1.0,1,2001
F3,0,81.42,0,-0.18,3,60.0,0.58618,0.011664,1.0,1.0,1.0,0.3333,0.0,0.6667,2,2002
F3,1,89.92,1,5.08,3,60.0,0.661866,0.002187,1.0,1.0,1.0,0.0,0.0,0.3333,2,2002
F3,2,97.92,1,-2.92,3,60.0,0.663254,0.002242,1.0,1.0,1.0,0.0,0.0,0.3333,2,2002
F3,3,105.92,2,-0.23,3,60.0,0.664836,0.00174,1.0,1.0,1.0,0.0,1.0,0.6667,2,2002
F3,4,113.92,3,1.77,3,60.0,0.678417,0.014096,1.0,1.0,1.0,0.3333,1.0,0.3333,2,2002
F3,5,121.92,4,3.77,3,60.0,0.543225,0.021145,0.6458,1.0,0.6667,0.6667,1.0,0.0,2,2002
F3,6,129.92,4,-4.23,3,60.0,0.543775,0.011604,0.6458,1.0,0.6667,0.6667,1.0,0.0,2,2002
F3,7,138.42,5,-2.73,3,60.0,0.643283,0.153284,1.0,1.0,0.9375,1.0,1.0,0.3333,2,2002
F3,8,145.93,6,-2.22,3,60.0,0.551477,0.160577,0.7917,1.0,0.7083,1.0,1.0,0.0,2,2002
F3,10,163.42,7,-0.12,3,60.0,0.535628,0.345469,0.8333,1.0,0.75,0.6458,1.0,0.4583,2,2002
F3,11,171.42,8,1.71,3,60.0,0.511083,0.468232,0.7917,1.0,0.5417,0.7083,1.0,0.7083,2,2002
F3,12,180.42,9,2.71,3,60.0,0.531801,0.482263,0.9375,1.0,0.7292,0.6042,1.0,0.75,2,2002
F3,13,189.92,10,3.21,3,60.0,0.550537,0.463303,0.8542,1.0,0.7083,0.8333,1.0,0.75,2,2002
F3,14,198.92,11,4.21,3,60.0,0.551312,0.474606,0.7917,1.0,0.7083,0.8333,1.0,0.75,2,2002
F3,15,327.42,24,-0.08,16,60.0,0.322317,5e-06,0.1875,1.0,0.8438,0.0625,0.5625,0.2852,2,2002
F3,16,341.42,26,2.12,16,60.0,0.358568,2e-06,0.8164,1.0,0.9336,0.0625,0.5625,0.2891,2,2002
F3,17,356.92,28,2.98,13,60.0,0.388116,0.0,0.8413,1.0,0.875,0.0,0.0,0.0,2,2002
F3,18,367.92,29,-0.01,13,60.0,0.389365,0.0,0.8221,1.0,0.7885,0.0,0.0,0.0,2,2002
F3,19,379.93,30,-3.99,13,60.0,0.39,0.017027,0.8413,1.0,0.8077,0.1779,1.0,0.7452,2,2002
F3,20,393.92,32,-1.81,15,60.0,0.429231,0.256984,0.8917,1.0,0.9375,0.7917,1.0,0.9375,2,2002
F3,21,406.42,34,1.89,15,60.0,0.428928,0.272634,0.9333,1.0,0.9875,0.8625,1.0,0.9333,2,2002
F3,22,419.42,35,-3.11,14,60.0,0.414477,0.293041,0.8839,1.0,0.9732,0.75,1.0,0.9554,2,2002
F3,23,431.42,37,0.89,14,60.0,0.38749,0.294795,0.8973,1.0,0.9196,0.9554,1.0,0.7991,2,2002
F3,24,445.43,39,2.91,14,60.0,0.375839,0.31889,0.6875,1.0,0.9018,0.8705,1.0,0.8661,2,2002
F3,25,459.93,40,-3.42,14,60.0,0.364778,0.302077,0.6786,1.0,0.8973,0.7411,1.0,0.8438,2,2002
F3,26,473.42,42,-0.7,14,60.0,0.375041,0.311572,0.8259,1.0,0.9152,0.8661,1.0,0.9777,2,2002
F3,27,488.42,44,0.31,14,60.0,0.404293,0.333182,0.9241,1.0,0.942,0.8973,1.0,0.9777,2,2002
F3,28,501.92,46,2.99,14,60.0,0.399139,0.310186,0.9152,1.0,0.9554,0.9598,1.0,0.9286,2,2002
F3,29,515.92,47,-3.0,14,60.0,0.40897,0.316237,0.9107,1.0,0.9643,0.9598,1.0,0.9375,2,2002
F3,30,530.92,49,-1.8,14,60.0,0.401852,0.287481,0.8125,1.0,0.9018,0.9375,1.0,0.8705,2,2002
F3,31,543.92,51,1.59,14,60.0,0.392509,0.3265,0.9554,1.0,0.9554,0.9464,1.0,0.9777,2,2002
F3,32,554.92,52,0.81,14,60.0,0.378098,0.307095,0.9107,1.0,0.9062,0.9688,1.0,0.9554,2,2002
F3,33,563.42,53,0.48,14,60.0,0.372183,0.264344,0.9509,1.0,0.9732,0.9955,1.0,0.9732,2,2002
F3,34,572.93,54,-1.01,13,60.0,0.387278,0.280945,0.9663,1.0,0.9808,0.9904,1.0,1.0,2,2002
F3,35,581.92,55,-1.82,12,60.0,0.409939,0.290386,0.9688,1.0,0.9635,0.9792,1.0,0.9896,2,2002
F3,36,590.42,56,-1.49,12,60.0,0.391633,0.181806,0.9531,1.0,0.9531,0.8646,1.0,0.8854,2,2002
F3,38,605.92,57,0.47,6,60.0,0.478149,0.21211,1.0,1.0,1.0,0.9688,1.0,0.8333,2,2002
F3,39,613.92,58,4.73,5,60.0,0.502766,0.210639,1.0,1.0,0.9125,0.8,1.0,0.9125,2,2002
F3,40,623.93,59,4.72,10,60.0,0.394518,0.033199,1.0,1.0,0.9062,0.775,1.0,0.6312,2,2002
F3,41,634.42,60,4.23,10,60.0,0.387509,0.124282,1.0,1.0,0.95,0.6375,1.0,0.7812,2,2002
F3,42,645.92,61,2.73,10,60.0,0.395374,0.127333,0.9812,1.0,0.9812,0.8,1.0,0.7688,2,2002
F3,43,655.42,62,3.23,10,60.0,0.370029,0.146316,0.975,1.0,1.0,0.875,1.0,1.0,2,2002
F3,44,664.42,63,4.23,9,60.0,0.3959,0.238746,1.0,1.0,0.9722,1.0,1.0,0.9306,2,2002
F3,45,673.92,64,4.73,10,60.0,0.378044,0.201262,0.9812,1.0,0.9812,0.9,1.0,0.9812,2,2002
F3,46,683.92,65,4.73,10,60.0,0.354967,0.167897,0.9313,1.0,0.925,0.8438,1.0,0.8562,2,2002
F3,47,693.92,66,4.73,12,60.0,0.346006,0.184207,1.0,1.0,1.0,0.9167,1.0,0.9844,2,2002
F3,48,704.92,67,5.1,12,60.0,0.349984,0.193894,1.0,1.0,0.974,1.0,1.0,0.9688,2,2002
F3,49,712.92,67,-2.9,12,60.0,0.352816,0.187959,1.0,1.0,0.974,1.0,1.0,0.9688,2,2002
F3,50,718.42,68,2.08,11,60.0,0.332913,0.18413,0.9261,1.0,0.9091,0.9602,1.0,0.7841,2,2002
F3,51,725.92,69,4.58,6,60.0,0.338974,0.185787,0.75,1.0,0.8854,0.9271,1.0,0.8438,2,2002
F3,52,732.92,69,-2.42,6,60.0,0.340219,0.18571,0.75,1.0,0.8854,0.9271,1.0,0.8438,2,2002
F3,53,739.92,70,0.58,8,60.0,0.367721,0.303358,0.9766,1.0,0.9297,0.9844,1.0,0.8906,2,2002
F3,54,747.92,71,2.58,6,60.0,0.372465,0.240084,1.0,1.0,1.0,1.0,1.0,1.0,2,2002
F3,0,81.42,0,-0.18,3,60.0,0.604446,0.011664,1.0,1.0,1.0,0.3333,0.0,0.6667,3,2003
F3,1,89.92,1,5.08,3,60.0,0.669637,0.002187,1.0,1.0,1.0,0.0,0.0,0.3333,3,2003
F3,2,97.92,1,-2.92,3,60.0,0.692748,0.002242,1.0,1.0,1.0,0.0,0.0,0.3333,3,2003
F3,3,105.92,2,-0.23,3,60.0,0.688508,0.00174,1.0,1.0,1.0,0.0,1.0,0.6667,3,2003
F3,4,113.92,3,1.77,3,60.0,0.69796,0.014096,1.0,1.0,1.0,0.3333,1.0,0.3333,3,2003
F3,5,121.92,4,3.77,3,60.0,0.55134,0.021145,0.6458,1.0,0.6667,0.6667,1.0,0.0,3,2003
F3,6,129.92,4,-4.23,3,60.0,0.553361,0.011604,0.6458,1.0,0.6667,0.6667,1.0,0.0,3,2003
F3,7,138.42,5,-2.73,3,60.0,0.640902,0.153284,0.9583,1.0,1.0,1.0,1.0,0.3333,3,2003
F3,8,145.93,6,-2.22,3,60.0,0.556595,0.160577,0.7708,1.0,0.7083,1.0,1.0,0.0,3,2003
F3,10,163.42,7,-0.12,3,60.0,0.512843,0.345469,0.6042,1.0,0.7708,0.6458,1.0,0.4583,3,2003
F3,11,171.42,8,1.71,3,60.0,0.500253,0.468232,0.6875,1.0,0.6042,0.7083,1.0,0.7083,3,2003
F3,12,180.42,9,2.71,3,60.0,0.501933,0.482263,0.8125,1.0,0.6667,0.6042,1.0,0.75,3,2003
F3,13,189.92,10,3.21,3,60.0,0.538551,0.463303,0.8125,1.0,0.7083,0.8333,1.0,0.75,3,2003
F3,14,198.92,11,4.21,3,60.0,0.531418,0.474606,0.7708,1.0,0.7083,0.8333,1.0,0.75,3,2003
F3,15,327.42,24,-0.08,16,60.0,0.373347,5e-06,0.8984,1.0,0.9258,0.0625,0.5625,0.2852,3,2003
F3,16,341.42,26,2.12,16,60.0,0.365886,2e-06,0.9336,1.0,0.9922,0.0625,0.5625,0.2891,3,2003
F3,17,356.92,28,2.98,13,60.0,0.398559,0.0,0.899,1.0,0.9712,0.0,0.0,0.0,3,2003
F3,18,367.92,29,-0.01,13,60.0,0.395668,0.0,0.8798,1.0,0.9423,0.0,0.0,0.0,3,2003
F3,19,379.93,30,-3.99,13,60.0,0.40044,0.017027,0.8413,1.0,0.9519,0.1779,1.0,0.7452,3,2003
F3,20,393.92,32,-1.81,15,60.0,0.415576,0.256984,0.8667,1.0,0.95,0.7917,1.0,0.9375,3,2003
F3,21,406.42,34,1.89,15,60.0,0.413749,0.272634,0.8417,1.0,1.0,0.8625,1.0,0.9333,3,2003
F3,22,419.42,35,-3.11,14,60.0,0.402202,0.293041,0.808,1.0,0.9821,0.75,1.0,0.9554,3,2003
F3,23,431.42,37,0.89,14,60.0,0.387061,0.294795,0.6875,1.0,0.942,0.9554,1.0,0.7991,3,2003
F3,24,445.43,39,2.91,14,60.0,0.388684,0.31889,0.7321,1.0,0.7991,0.8705,1.0,0.8661,3,2003
F3,25,459.93,40,-3.42,14,60.0,0.374128,0.302077,0.6741,1.0,0.7679,0.7411,1.0,0.8438,3,2003
F3,26,473.42,42,-0.7,14,60.0,0.385506,0.311572,0.7009,1.0,0.8438,0.8661,1.0,0.9777,3,2003
F3,27,488.42,44,0.31,14,60.0,0.386862,0.333182,0.8304,1.0,0.9643,0.8973,1.0,0.9777,3,2003
F3,28,501.92,46,2.99,14,60.0,0.386133,0.310186,0.8616,1.0,0.942,0.9598,1.0,0.9286,3,2003
F3,29,515.92,47,-3.0,14,60.0,0.367491,0.316237,0.6875,1.0,0.8214,0.9598,1.0,0.9375,3,2003
F3,30,530.92,49,-1.8,14,60.0,0.380443,0.287481,0.7634,1.0,0.7768,0.9375,1.0,0.8705,3,2003
F3,31,543.92,51,1.59,14,60.0,0.378032,0.3265,0.7857,1.0,0.7277,0.9464,1.0,0.9777,3,2003
F3,32,554.92,52,0.81,14,60.0,0.39042,0.307095,0.8304,1.0,0.6741,0.9688,1.0,0.9554,3,2003
F3,33,563.42,53,0.48,14,60.0,0.374769,0.264344,0.8884,1.0,0.8661,0.9955,1.0,0.9732,3,2003
F3,34,572.93,54,-1.01,13,60.0,0.407123,0.280945,0.8942,1.0,0.8942,0.9904,1.0,1.0,3,2003
F3,35,581.92,55,-1.82,12,60.0,0.42709,0.290386,0.9375,1.0,0.8542,0.9792,1.0,0.9896,3,2003
F3,36,590.42,56,-1.49,12,60.0,0.370042,0.181806,0.7865,1.0,0.9167,0.8646,1.0,0.8854,3,2003
F3,38,605.92,57,0.47,6,60.0,0.529489,0.21211,1.0,1.0,0.8854,0.9688,1.0,0.8333,3,2003
F3,39,613.92,58,4.73,5,60.0,0.500925,0.210639,0.875,1.0,0.825,0.8,1.0,0.9125,3,2003
F3,40,623.93,59,4.72,10,60.0,0.405527,0.033199,0.8938,1.0,0.8625,0.775,1.0,0.6312,3,2003
F3,41,634.42,60,4.23,10,60.0,0.413253,0.124282,1.0,1.0,0.8688,0.6375,1.0,0.7812,3,2003
F3,42,645.92,61,2.73,10,60.0,0.412647,0.127333,1.0,1.0,0.9625,0.8,1.0,0.7688,3,2003
F3,43,655.42,62,3.23,10,60.0,0.398219,0.146316,0.875,1.0,1.0,0.875,1.0,1.0,3,2003
F3,44,664.42,63,4.23,9,60.0,0.43559,0.238746,1.0,1.0,0.9583,1.0,1.0,0.9306,3,2003
F3,45,673.92,64,4.73,10,60.0,0.391611,0.201262,1.0,1.0,0.9437,0.9,1.0,0.9812,3,2003
F3,46,683.92,65,4.73,10,60.0,0.36897,0.167897,1.0,1.0,0.9062,0.8438,1.0,0.8562,3,2003
F3,47,693.92,66,4.73,12,60.0,0.375521,0.184207,1.0,1.0,1.0,0.9167,1.0,0.9844,3,2003
F3,48,704.92,67,5.1,12,60.0,0.352614,0.193894,1.0,1.0,0.9844,1.0,1.0,0.9688,3,2003
F3,49,712.92,67,-2.9,12,60.0,0.352822,0.187959,1.0,1.0,0.9844,1.0,1.0,0.9688,3,2003
F3,50,718.42,68,2.08,11,60.0,0.338668,0.18413,0.9489,1.0,0.8466,0.9602,1.0,0.7841,3,2003
F3,51,725.92,69,4.58,6,60.0,0.365564,0.185787,0.7708,1.0,0.875,0.9271,1.0,0.8438,3,2003
F3,52,732.92,69,-2.42,6,60.0,0.365979,0.18571,0.7708,1.0,0.875,0.9271,1.0,0.8438,3,2003
F3,53,739.92,70,0.58,8,60.0,0.38338,0.303358,0.9922,1.0,0.9141,0.9844,1.0,0.8906,3,2003
F3,54,747.92,71,2.58,6,60.0,0.386889,0.240084,1.0,1.0,1.0,1.0,1.0,1.0,3,2003
F3,0,81.42,0,-0.18,3,60.0,0.586934,0.011664,1.0,1.0,1.0,0.3333,0.0,0.6667,4,2004
F3,1,89.92,1,5.08,3,60.0,0.666552,0.002187,1.0,1.0,1.0,0.0,0.0,0.3333,4,2004
F3,2,97.92,1,-2.92,3,60.0,0.667107,0.002242,1.0,1.0,1.0,0.0,0.0,0.3333,4,2004
F3,3,105.92,2,-0.23,3,60.0,0.667113,0.00174,1.0,1.0,1.0,0.0,1.0,0.6667,4,2004
F3,4,113.92,3,1.77,3,60.0,0.677444,0.014096,1.0,1.0,1.0,0.3333,1.0,0.3333,4,2004
F3,5,121.92,4,3.77,3,60.0,0.539049,0.021145,0.6667,1.0,0.6667,0.6667,1.0,0.0,4,2004
F3,6,129.92,4,-4.23,3,60.0,0.541687,0.011604,0.6667,1.0,0.6667,0.6667,1.0,0.0,4,2004
F3,7,138.42,5,-2.73,3,60.0,0.651281,0.153284,1.0,1.0,1.0,1.0,1.0,0.3333,4,2004
F3,8,145.93,6,-2.22,3,60.0,0.566015,0.160577,0.7292,1.0,0.8125,1.0,1.0,0.0,4,2004
F3,10,163.42,7,-0.12,3,60.0,0.527211,0.345469,0.625,1.0,0.7708,0.6458,1.0,0.4583,4,2004
F3,11,171.42,8,1.71,3,60.0,0.537672,0.468232,0.7083,1.0,0.8125,0.7083,1.0,0.7083,4,2004
F3,12,180.42,9,2.71,3,60.0,0.510403,0.482263,0.7292,1.0,0.8333,0.6042,1.0,0.75,4,2004
F3,13,189.92,10,3.21,3,60.0,0.545498,0.463303,0.8125,1.0,0.7708,0.8333,1.0,0.75,4,2004
F3,14,198.92,11,4.21,3,60.0,0.542574,0.474606,0.8125,1.0,0.7917,0.8333,1.0,0.75,4,2004
F3,15,327.42,24,-0.08,16,60.0,0.315707,5e-06,0.957,1.0,0.7812,0.0625,0.5625,0.2852,4,2004
F3,16,341.42,26,2.12,16,60.0,0.343973,2e-06,0.9141,1.0,0.8477,0.0625,0.5625,0.2891,4,2004
F3,17,356.92,28,2.98,13,60.0,0.389987,0.0,0.9327,1.0,0.976,0.0,0.0,0.0,4,2004
F3,18,367.92,29,-0.01,13,60.0,0.382884,0.0,0.9904,1.0,0.9519,0.0,0.0,0.0,4,2004
F3,19,379.93,30,-3.99,13,60.0,0.406175,0.017027,0.8798,1.0,0.9712,0.1779,1.0,0.7452,4,2004
