run_id,behaviour,N_a,sigma,herd_idx,M,rep,min_sep,herd_seed,pso_seed,V1,V2,V3,minV,per_animal_min_mean,per_animal_min_p10,Omega,Delta,Lambda_dist,Lambda_idle,convergence_iter,poses,status,t_solve
grazing_N25_s40_h3_M7_r4_ms2.5,grazing,25,40.0,3,7,4,2.5,6273260252981563851,5418674866780335887,1.0,0.88,0.72,0.72,0.6,0.0,0.1613965525482604,0.1613965525482604,1.0,1.0,97,"[[-9.928487777709961, 30.0, -131.286865234375, 257.35287006362444, -18.999144320976093], [3.641596555709839, 45.0, -91.91487121582031, 210.55548045534346, -38.78953755681224], [-101.49385833740234, 60.0, -11.266559600830078, 359.99991171501034, -49.106921913801095], [73.39771270751953, 75.0, -18.237842559814453, 187.01394795227463, -59.631616816833635], [-3.4523727893829346, 90.0, 26.40654754638672, 351.06991932926974, -79.5226265422525], [42.42228317260742, 105.0, 19.87859344482422, 336.85970964440367, -75.34351817954374], [-172.7106475830078, 120.0, -59.99015426635742, 331.74409393564423, -58.4508035782011]]",ok,22.08481192588806
grazing_N25_s40_h3_M8_r0_ms2.5,grazing,25,40.0,3,8,0,2.5,6273260252981563851,5942387146077947744,1.0,0.88,0.635,0.635,0.555,0.0,0.1733624694715466,0.1733624694715466,1.0,1.0,100,"[[98.34449005126953, 30.0, -28.574983596801758, 187.29038500530496, -20.973328364658137], [-145.44371032714844, 45.0, -70.86470031738281, 310.158331235973, -38.33779985293707], [-5.167716979980469, 60.0, -29.235328674316406, 308.425051586464, -54.09861585253448], [-20.504474639892578, 75.0, -31.67116355895996, 215.0940577672974, -64.64517995970031], [70.91472625732422, 90.0, 28.361831665039062, 280.55907817562235, -84.64659865283727], [156.13133239746094, 105.0, 72.21427154541016, 246.7907061125571, -63.48761852779599], [32.66854476928711, 120.0, 99.16268157958984, 2.785659034437736, -48.99113478407219], [-49.00779724121094, 135.0, 15.734013557434082, 202.22091652577618, -81.74804416224521]]",ok,24.62546682357788
grazing_N25_s40_h3_M8_r1_ms2.5,grazing,25,40.0,3,8,1,2.5,6273260252981563851,6922062776737581926,1.0,1.0,0.96,0.96,0.96,1.0,0.1673711839026205,0.1673717933643141,0.999996358635578,1.0,100,"[[-125.32154083251953, 30.0, 21.967079162597656, 0.0, -24.79779422796924], [51.64815902709961, 45.0, 89.42750549316406, 125.7754282539286, -30.78438536247612], [-30.69463539123535, 60.0, -14.423483848571777, 339.05137481469967, -46.76847592902043], [20.158828735351562, 75.0, 14.822550773620605, 71.23987973394132, -68.87328494281759], [-46.67011260986328, 90.0, -11.774762153625488, 190.51139999584257, -88.10752856121562], [28.178829193115234, 105.0, -166.08631896972656, 341.23918961708387, -59.330955165280876], [190.48031616210938, 120.0, 51.039573669433594, 250.0375475570775, -75.8320690314099], [59.788475036621094, 135.0, -114.58346557617188, 253.81494086599497, -57.67977411516011]]",ok,22.24179244041443
grazing_N25_s40_h3_M8_r2_ms2.5,grazing,25,40.0,3,8,2,2.5,6273260252981563851,3603521107525893357,1.0,0.92,1.0,0.92,0.92,1.0,0.1801471689379528,0.1801471689379528,1.0,1.0,99,"[[91.99388122558594, 30.0, -46.26483154296875, 195.94492849181603, -21.40409404308751], [-15.547313690185547, 45.0, -91.65938568115234, 223.997923102334, -48.129374106105395], [52.01736068725586, 60.0, 51.21206283569336, 123.06468773137199, -47.29299492521952], [-29.56459617614746, 75.0, -54.242610931396484, 323.96555176457935, -58.83455713263855], [-12.124526977539062, 90.0, 23.3886661529541, 344.2688178269827, -74.59603120272621], [-44.56534194946289, 105.0, -11.216899871826172, 195.2829822485256, -87.71035355269248], [-144.38157653808594, 120.0, -22.264314651489258, 357.6439892886305, -72.76930726859997], [4.021564483642578, 135.0, -32.29149627685547, 280.6169687320004, -71.95884430712344]]",ok,24.174447298049927
grazing_N25_s40_h3_M8_r3_ms2.5,grazing,25,40.0,3,8,3,2.5,6273260252981563851,1634818687992636596,1.0,0.8,0.72,0.72,0.52,0.0,0.1366097673603495,0.1366097673603495,1.0,1.0,100,"[[8.39465045928955, 30.0, -107.72925567626953, 312.7696066713108, -29.509056034907292], [-86.55963897705078, 45.0, -60.33613586425781, 307.40734384277664, -36.11381388300055], [-28.09965705871582, 60.0, 75.40247344970703, 360.0, -79.70507404533058], [-12.386906623840332, 75.0, -7.814527988433838, 5.6443321210444, -60.80196219590831], [-36.96316909790039, 90.0, 3.109499931335449, 332.11364740946004, -57.94009716832331], [165.42623901367188, 105.0, 182.1221160888672, 61.97585014945398, -68.28647354859233], [12.435029029846191, 120.0, -169.68426513671875, 225.66587527738335, -48.28949727288389], [-151.83457946777344, 135.0, -24.179141998291016, 117.25203542243787, -61.622583743063075]]",ok,22.368962287902832
grazing_N25_s40_h3_M8_r4_ms2.5,grazing,25,40.0,3,8,4,2.5,6273260252981563851,1333492121133775523,1.0,1.0,0.96,0.96,0.96,1.0,0.1655230123135242,0.1655230123135242,1.0,1.0,100,"[[19.857389450073242, 30.0, -114.80632019042969, 280.6975336440027, -19.327005546507102], [63.095645904541016, 45.0, 82.5769271850586, 134.08350474483728, -29.699191750844896], [-3.2216882705688477, 60.0, 16.208637237548828, 41.33711735872091, -53.99949283018684], [-37.06086730957031, 75.0, 29.28951644897461, 0.0, -56.342153391061636], [-79.03768920898438, 90.0, 8.114262580871582, 28.722991256598817, -67.68880524401324], [-76.3892593383789, 105.0, 4.685503005981445, 62.044901303469004, -54.48633822303762], [-204.9774627685547, 120.0, 62.251155853271484, 0.0, -43.67429786187143], [212.13560485839844, 135.0, -135.5215301513672, 222.72153203799505, -16.96763573077669]]",ok,24.288551568984985
grazing_N25_s40_h3_M9_r0_ms2.5,grazing,25,40.0,3,9,0,2.5,6273260252981563851,5638158694007737548,1.0,0.72,0.64,0.64,0.36,0.0,0.1443442101251879,0.1443442101251879,1.0,1.0,100,"[[2.8546717166900635, 30.0, -102.51671600341797, 240.72308383215506, -24.514323846986063], [-211.42376708984375, 45.0, 125.29227447509766, 360.0, -53.683074821397014], [-56.982666015625, 60.0, -13.554190635681152, 342.60682594151433, -82.63553322121642], [-7.491559028625488, 75.0, -17.998891830444336, 338.70935089773803, -63.72992906060369], [28.27415657043457, 90.0, 15.908490180969238, 334.8292190242309, -61.517975359010705], [9.36043930053711, 105.0, 28.76475715637207, 239.87005808062145, -89.71272037304908], [-59.064361572265625, 120.0, 51.66737365722656, 330.2275105017705, -68.16479465846284], [106.6736831665039, 135.0, -7.783408164978027, 360.0, -75.43380661862265], [-78.88201904296875, 150.0, -108.14887237548828, 358.73041758135173, -86.21146766614311]]",ok,26.103189706802368
grazing_N25_s40_h3_M9_r1_ms2.5,grazing,25,40.0,3,9,1,2.5,6273260252981563851,5577956310557375967,1.0,0.96,0.92,0.92,0.88,0.4000000000000003,0.1666579875354852,0.1666579875354852,1.0,1.0,99,"[[-2.12443470954895, 30.0, -93.98973846435547, 294.92215865828393, -20.54906478452003], [-38.01933288574219, 45.0, -110.88591766357422, 262.14657055108756, -43.33220070553527], [-4.995372772216797, 60.0, -10.62869644165039, 330.10195717217397, -62.72806908115437], [-62.53044128417969, 75.0, -44.78876495361328, 294.33066884698286, -61.48029274789756], [54.73530960083008, 90.0, 46.594722747802734, 158.45571913508314, -60.24610853010821], [59.17611312866211, 105.0, 11.760833740234375, 298.23102280237157, -75.06234758182939], [64.37994384765625, 120.0, 77.65408325195312, 141.43005278134768, -72.08726800202714], [-18.518375396728516, 135.0, -56.93986129760742, 180.8037333704072, -88.07264463366651], [2.2149815559387207, 150.0, -89.57925415039062, 287.9293712439128, -51.947497343652785]]",ok,26.76226758956909
grazing_N25_s40_h3_M9_r2_ms2.5,grazing,25,40.0,3,9,2,2.5,6273260252981563851,6004457309718026283,1.0,0.96,0.92,0.92,0.88,0.4000000000000003,0.1632634886233976,0.1632678293622587,0.9999734133853678,1.0,100,"[[-93.44347381591797, 30.0, 70.096435546875, 58.1050242284051, -19.17162162576141], [-84.32815551757812, 45.0, -59.182151794433594, 282.1265477119368, -27.295163812906416], [39.131431579589844, 60.0, 44.46171188354492, 152.74722513645452, -58.86997622528764], [-9.568316459655762, 75.0, -23.72599983215332, 319.270790290806, -59.991722080317324], [18.269792556762695, 90.0, -59.702980041503906, 250.3471198020925, -69.00044860241829], [76.81497955322266, 105.0, -109.89094543457031, 231.77907965129856, -63.51081275466565], [-58.08501052856445, 120.0, -29.138050079345703, 21.750322747316474, -89.8456626222843], [-146.5875701904297, 135.0, -93.60669708251953, 0.0, -29.25748517185887], [-188.43507385253906, 150.0, -28.86754608154297, 317.7585457728946, -68.03455388342013]]",ok,26.0697500705719
grazing_N25_s40_h3_M9_r3_ms2.5,grazing,25,40.0,3,9,3,2.5,6273260252981563851,283532872164435950,1.0,1.0,0.84,0.84,0.84,0.0,0.1646526010309615,0.1646526010309615,1.0,1.0,100,"[[115.27362060546875, 30.0, 74.72362518310547, 131.10274960592835, -23.9442035876357], [-32.22754669189453, 45.0, -110.02291107177734, 272.46509765545795, -34.76866289885583], [81.8045654296875, 60.0, -31.168792724609375, 199.7497532377001, -47.26082276370877], [54.09502029418945, 75.0, 25.37532615661621, 148.15442831458583, -63.01762171324116], [0.1671861708164215, 90.0, 28.176570892333984, 358.55718560249113, -82.00823418602451], [-5.521901607513428, 105.0, 42.72993850708008, 237.86090988655144, -89.99], [13.17236042022705, 120.0, 52.384822845458984, 216.14279112413604, -72.49535518652743], [-207.08096313476562, 135.0, -7.581533432006836, 17.936815988366607, -89.99], [15.731117248535156, 150.0, 49.90372085571289, 139.10815257820448, -76.39139135300364]]",ok,24.597018003463745
grazing_N25_s40_h3_M9_r4_ms2.5,grazing,25,40.0,3,9,4,2.5,6273260252981563851,1440495749130650126,1.0,0.88,0.92,0.88,0.8,0.0,0.1353448875936903,0.1353448875936903,1.0,1.0,99,"[[-76.48711395263672, 30.0, 208.69459533691406, 114.94003803475462, -11.267565721490053], [-147.93247985839844, 45.0, -56.15266036987305, 323.7041712645245, -42.7912243704658], [55.46356201171875, 60.0, 29.314327239990234, 143.91652036046418, -55.23484105523627], [4.96018123626709, 75.0, -26.61842918395996, 328.3719440166391, -89.99], [-81.57791900634766, 90.0, -47.10091018676758, 313.685950212837, -61.55117797621399], [-182.25230407714844, 105.0, -98.28900146484375, 354.9247115128767, -80.50724773692284], [-32.21746063232422, 120.0, 13.7734956741333, 332.48541716047964, -61.61765014595808], [-177.19757080078125, 135.0, -19.36237335205078, 293.35450814923706, -31.507642578715913], [-12.265021324157715, 150.0, 181.16502380371094, 180.79273176614507, -37.60963309251522]]",ok,27.4356529712677
grazing_N25_s40_h4_M1_r0_ms2.5,grazing,25,40.0,4,1,0,2.5,2222950652663161321,4067814037513139434,1.0,0.48,0.44,0.44,0.0,0.0,0.0689675500115599,0.0689675500115599,1.0,1.0,99,"[[87.56743621826172, 30.0, -21.761072158813477, 200.0487700702675, -23.650986911487102]]",ok,6.237368106842041
grazing_N25_s40_h4_M1_r1_ms2.5,grazing,25,40.0,4,1,1,2.5,2222950652663161321,6808546422299763140,1.0,0.48,0.44,0.44,0.0,0.0,0.0688758801606784,0.0688758801606784,1.0,1.0,99,"[[88.23490142822266, 30.0, -23.73084831237793, 201.3789761911716, -23.25239423139588]]",ok,6.093097686767578
grazing_N25_s40_h4_M1_r2_ms2.5,grazing,25,40.0,4,1,2,2.5,2222950652663161321,7427174201410424565,0.96,0.52,0.4,0.4,0.0,0.0,0.0646995494121257,0.0646995494121257,1.0,1.0,92,"[[50.98773193359375, 30.0, 84.8071060180664, 108.00984000149695, -21.103585560798944]]",ok,6.491076946258545
grazing_N25_s40_h4_M1_r3_ms2.5,grazing,25,40.0,4,1,3,2.5,2222950652663161321,2030351624161956901,1.0,0.48,0.44,0.44,0.0,0.0,0.0642846042921284,0.0644323826977423,0.9977064575384847,1.0,96,"[[-54.15134811401367, 30.0, -96.50732421875, 306.37894909921874, -20.60102829232406]]",ok,5.241851568222046
grazing_N25_s40_h4_M1_r4_ms2.5,grazing,25,40.0,4,1,4,2.5,2222950652663161321,7218561514016763334,1.0,0.48,0.44,0.44,0.0,0.0,0.0642937266543991,0.064309176958426,0.9997597496227192,1.0,98,"[[-54.2822151184082, 30.0, -96.56425476074219, 306.4226398518633, -20.540588555633168]]",ok,6.56600022315979
grazing_N25_s40_h4_M2_r0_ms2.5,grazing,25,40.0,4,2,0,2.5,2222950652663161321,2284758657495736081,1.0,0.6,0.52,0.52,0.12,0.0,0.1004221750330131,0.1004223978555446,0.9999977811470726,1.0,99,"[[84.94249725341797, 30.0, -15.720389366149902, 167.41053005106681, -18.661265692458347], [73.24821472167969, 45.0, -58.92591094970703, 232.1499079764165, -31.085587022585553]]",ok,9.325803995132446
grazing_N25_s40_h4_M2_r1_ms2.5,grazing,25,40.0,4,2,1,2.5,2222950652663161321,5188513372445971091,1.0,0.8,0.72,0.72,0.52,0.0,0.1164077449088354,0.1164077449088354,1.0,1.0,99,"[[43.70323181152344, 30.0, 89.90811157226562, 97.16901469920457, -24.04683979848119], [76.91676330566406, 45.0, -28.645408630371094, 209.48842317132753, -36.108298823748115]]",ok,10.337331295013428
grazing_N25_s40_h4_M2_r2_ms2.5,grazing,25,40.0,4,2,2,2.5,2222950652663161321,6196123231347258680,1.0,0.92,0.8,0.8,0.76,0.0,0.1151337644462604,0.1151338260495443,0.99999946494192,1.0,100,"[[37.3734245300293, 30.0, -91.35152435302734, 263.4135212530961, -18.70518068833788], [32.4201774597168, 45.0, 81.78263854980469, 109.61366270832323, -30.006362900005016]]",ok,10.3248610496521
grazing_N25_s40_h4_M2_r3_ms2.5,grazing,25,40.0,4,2,3,2.5,2222950652663161321,1210540486273114672,1.0,0.88,0.84,0.84,0.72,0.0,0.1191947275380353,0.1191947275380353,1.0,1.0,100,"[[87.86844635009766, 30.0, -22.536521911621094, 201.03900796580447, -23.297543499573916], [-47.543701171875, 45.0, 72.69084167480469, 50.540911155444235, -32.36417176437826]]",ok,9.209067583084106
grazing_N25_s40_h4_M2_r4_ms2.5,grazing,25,40.0,4,2,4,2.5,2222950652663161321,3177433357365609441,1.0,0.88,0.87,0.87,0.75,0.0,0.1266368750891721,0.1266368750891721,1.0,1.0,100,"[[-58.98714828491211, 30.0, 78.92937469482422, 55.20702335672785, -25.609472243850526], [76.87581634521484, 45.0, -28.58275604248047, 209.46014670025167, -36.13926799029345]]",ok,8.95528769493103
grazing_N25_s40_h4_M3_r0_ms2.5,grazing,25,40.0,4,3,0,2.5,2222950652663161321,3967230329009551085,1.0,0.6,0.705,0.6,0.305,0.0,0.1423859597168678,0.1423859597168678,1.0,1.0,100,"[[-73.9909896850586, 30.0, 64.88792419433594, 36.377397395283914, -25.46553975916856], [-96.69419860839844, 45.0, -15.732406616210938, 0.0, -28.076193947290385], [12.70110034942627, 60.0, 44.623966217041016, 71.79548091970858, -50.84369673156154]]",ok,11.642601251602173
grazing_N25_s40_h4_M3_r1_ms2.5,grazing,25,40.0,4,3,1,2.5,2222950652663161321,117479364838057898,1.0,1.0,0.92,0.92,0.92,1.0,0.1701464016882878,0.1701464016882878,1.0,1.0,100,"[[88.27386474609375, 30.0, -23.8468074798584, 221.6199086441542, -22.958351226069286], [-47.30820846557617, 45.0, -82.76113891601562, 311.37087983538487, -36.677920944337345], [13.660101890563965, 60.0, 62.504451751708984, 97.78206723995582, -47.683842410805326]]",ok,12.340845584869385
grazing_N25_s40_h4_M3_r2_ms2.5,grazing,25,40.0,4,3,2,2.5,2222950652663161321,8951335202199171794,1.0,0.92,0.87,0.87,0.79,0.0,0.1598708557558044,0.1598708557558044,1.0,1.0,100,"[[-58.54594039916992, 30.0, 84.53543853759766, 58.35548954600228, -24.088179787387393], [28.91695785522461, 45.0, -80.8851318359375, 229.5183856233478, -39.32660947339028], [23.993379592895508, 60.0, -35.11594772338867, 268.80992075303476, -58.4427775991803]]",ok,13.135072708129885
grazing_N25_s40_h4_M3_r3_ms2.5,grazing,25,40.0,4,3,3,2.5,2222950652663161321,2251697544906694435,1.0,1.0,0.95,0.95,0.95,1.0,0.1682445828357217,0.1682445828357217,1.0,1.0,100,"[[-58.965911865234375, 30.0, 79.76078033447266, 55.696882196351865, -25.37314162797666], [76.4630126953125, 45.0, -27.163795471191406, 209.91050921649284, -37.08728749867168], [-52.35563278198242, 60.0, -33.74148941040039, 0.0, -53.40146114405137]]",ok,10.94402027130127
grazing_N25_s40_h4_M3_r4_ms2.5,grazing,25,40.0,4,3,4,2.5,2222950652663161321,1371990073220818731,1.0,0.76,0.8,0.76,0.64,0.0,0.1348816671387292,0.134912949910979,0.9997681262453276,1.0,100,"[[-58.9764404296875, 30.0, 78.68135070800781, 55.17153968959318, -25.63974253659702], [-46.57728958129883, 45.0, 71.8780288696289, 38.230941163692336, -17.564509667526753], [37.709537506103516, 60.0, -42.68829345703125, 251.9446494046284, -52.15932554308873]]",ok,12.765339374542236
grazing_N25_s40_h4_M4_r0_ms2.5,grazing,25,40.0,4,4,0,2.5,2222950652663161321,8084991065099580259,1.0,0.96,0.96,0.96,0.92,1.0,0.1699488374526544,0.1699843924688055,0.9997908336428146,1.0,100,"[[88.72600555419922, 30.0, -53.380977630615234, 220.17423366601432, -19.320696403220847], [-83.29736328125, 45.0, 49.861228942871094, 28.45706677460999, -35.15716912221241], [-12.648687362670898, 60.0, -15.792126655578613, 336.3022529049995, -55.08443679993583], [-9.583968162536621, 75.0, -35.83201217651367, 351.43199348359985, -89.12733904109018]]",ok,15.109384059906006
grazing_N25_s40_h4_M4_r1_ms2.5,grazing,25,40.0,4,4,1,2.5,2222950652663161321,7069919060461838157,1.0,0.88,0.88,0.88,0.76,0.0,0.1942630403066085,0.1942630403066085,1.0,1.0,100,"[[86.99210357666016, 30.0, -20.222824096679688, 220.0352756127597, -23.95652688045075], [-63.00712203979492, 45.0, 72.22114562988281, 48.35808505843637, -36.95585334013073], [12.78231143951416, 60.0, 39.808834075927734, 69.90063243089602, -53.57167323908468], [-7.017454147338867, 75.0, -35.715476989746094, 182.70464015522364, -89.49947290852818]]",ok,14.915068626403809
grazing_N25_s40_h4_M4_r2_ms2.5,grazing,25,40.0,4,4,2,2.5,2222950652663161321,4933033590074395804,1.0,0.8,0.72,0.72,0.52,0.0,0.1874350159442495,0.1874350159442495,1.0,1.0,99,"[[-54.33051681518555, 30.0, -96.77855682373047, 307.8761921771081, -20.979701750527113], [77.57366180419922, 45.0, -31.410951614379883, 213.9477780494715, -38.380545706719936], [-8.8455171585083, 60.0, -35.5036735534668, 276.4369154921134, -48.07573893649184], [24.139360427856445, 75.0, -6.79581880569458, 141.17343798757196, -61.619290698354426]]",ok,13.541595935821531
grazing_N25_s40_h4_M4_r3_ms2.5,grazing,25,40.0,4,4,3,2.5,2222950652663161321,5422160987710486784,1.0,0.92,0.84,0.84,0.76,0.0,0.174356624003281,0.174356624003281,1.0,1.0,100,"[[-130.8292694091797, 30.0, -52.526763916015625, 356.2086257961873, -28.01949589767052], [-55.893619537353516, 45.0, 77.14129638671875, 56.726184678309245, -37.17554671322659], [-10.574654579162598, 60.0, -23.86450958251953, 329.3997513937598, -53.49175532829849], [21.022096633911133, 75.0, -8.090017318725586, 139.5780881748289, -63.638715839141845]]",ok,13.87122917175293
grazing_N25_s40_h4_M4_r4_ms2.5,grazing,25,40.0,4,4,4,2.5,2222950652663161321,2077027113284459786,0.96,0.72,0.68,0.68,0.44,0.0,0.1388637751427109,0.1388637751427109,1.0,1.0,100,"[[-109.25212097167969, 30.0, 16.592031478881836, 359.9682620607333, -21.96872144902174], [-75.40079498291016, 45.0, 101.93830871582031, 315.39208845325993, -80.83081065276596], [37.06245040893555, 60.0, -48.60141372680664, 254.65835210471246, -48.97202269692507], [-52.738651275634766, 75.0, -57.09505081176758, 337.16818760268666, -56.71239511151714]]",ok,15.388495206832886
grazing_N25_s40_h4_M5_r0_ms2.5,grazing,25,40.0,4,5,0,2.5,2222950652663161321,3603250634217282767,1.0,1.0,0.96,0.96,0.96,1.0,0.1718802031911958,0.1718802031911958,1.0,1.0,100,"[[29.097152709960938, 30.0, 114.90834045410156, 99.31959359431711, -22.891440078236677], [78.1977310180664, 45.0, 58.48863220214844, 132.69649265984677, -34.62114774301476], [-5.187102317810059, 60.0, -32.961307525634766, 272.7491881969347, -49.64941645856969], [-18.848941802978516, 75.0, -58.053070068359375, 295.0770951230447, -69.12280071466799], [-187.52853393554688, 90.0, -107.71217346191406, 357.659612325171, -5.6515463274766535]]",ok,16.195110082626343
grazing_N25_s40_h4_M5_r1_ms2.5,grazing,25,40.0,4,5,1,2.5,2222950652663161321,4660003435335913998,1.0,0.88,0.84,0.84,0.72,0.0,0.17444604452355,0.1744494160182912,0.9999806735108768,1.0,100,"[[-113.84175872802734, 30.0, -0.3478800058364868, 360.0, -29.17171555116964], [68.69844818115234, 45.0, -65.37958526611328, 237.40971588398077, -30.78001492390562], [-26.16498374938965, 60.0, 21.156015396118164, 291.4806610470075, -83.30916648380428], [17.883541107177734, 75.0, 13.979667663574219, 220.85289131982708, -77.70092610838064], [-26.34537124633789, 90.0, -39.02189254760742, 360.0, -77.73326721540641]]",ok,17.007152557373047
grazing_N25_s40_h4_M5_r2_ms2.5,grazing,25,40.0,4,5,2,2.5,2222950652663161321,155167303868654889,1.0,1.0,1.0,1.0,1.0,1.0,0.1961021500649022,0.1961021500649022,1.0,1.0,100,"[[-121.553466796875, 30.0, -81.59563446044922, 324.9992617264774, -27.65678611243703], [-48.842159271240234, 45.0, -85.0735092163086, 312.4729722572527, -35.846266197711735], [57.044776916503906, 60.0, -31.600475311279297, 228.03847388831218, -54.355508551915975], [25.74932861328125, 75.0, -2.4370226860046387, 160.7293380583944, -61.72418764440059], [-35.50808334350586, 90.0, 52.68619918823242, 66.62211101421624, -72.23043971010308]]",ok,17.615376234054565
grazing_N25_s40_h4_M5_r3_ms2.5,grazing,25,40.0,4,5,3,2.5,2222950652663161321,5399010394499495962,1.0,1.0,0.96,0.96,0.96,1.0,0.1984713649915478,0.1984713649915478,1.0,1.0,100,"[[72.43434143066406, 30.0, -79.00532531738281, 240.01859924673204, -18.39890470712186], [-65.11797332763672, 45.0, 65.42557525634766, 42.15341441317778, -38.56451571490482], [-61.506813049316406, 60.0, -21.507057189941406, 10.985130634334968, -47.0867287018864], [49.217201232910156, 75.0, 30.8358097076416, 123.14529576216133, -62.60008598176973], [42.46879959106445, 90.0, 15.69349193572998, 279.6468359492464, -83.00993621702757]]",ok,17.44291639328003
grazing_N25_s40_h4_M5_r4_ms2.5,grazing,25,40.0,4,5,4,2.5,2222950652663161321,5664861570978217442,1.0,1.0,1.0,1.0,1.0,1.0,0.2072750163111862,0.2072750163111862,1.0,1.0,100,"[[-64.56636810302734, 30.0, 75.45341491699219, 49.289133225588415, -25.329998281619577], [-49.32197952270508, 45.0, -79.49474334716797, 315.3319034731549, -37.43430314775212], [47.9742317199707, 60.0, -36.974674224853516, 237.42597809092268, -52.562953493905994], [-128.28195190429688, 75.0, -48.32481384277344, 360.0, -54.49177248675046], [37.14385223388672, 90.0, 45.42097473144531, 93.43138737016528, -76.49569311380698]]",ok,17.129814863204956
grazing_N25_s40_h4_M6_r0_ms2.5,grazing,25,40.0,4,6,0,2.5,2222950652663161321,6558735551274271488,1.0,0.92,0.84,0.84,0.76,0.0,0.1706147009689368,0.1706147009689368,1.0,1.0,99,"[[-141.45968627929688, 30.0, 116.60523986816406, 3.148101252819996, -41.049155197187005], [-48.19035339355469, 45.0, -79.92060089111328, 310.9384679516419, -35.430291563532286], [4.500913619995117, 60.0, 11.58100700378418, 342.77953432038004, -52.67415481102702], [29.879547119140625, 75.0, 36.808441162109375, 100.76799630422431, -64.49004792271292], [-35.10104751586914, 90.0, 25.79032325744629, 359.277833177845, -86.8285418488271], [-70.05916595458984, 105.0, -85.33512878417969, 268.9108020487555, -4.104024614916163]]",ok,18.85181927680969
grazing_N25_s40_h4_M6_r1_ms2.5,grazing,25,40.0,4,6,1,2.5,2222950652663161321,3848625567810024381,1.0,0.96,0.92,0.92,0.88,0.4000000000000003,0.1996105775134004,0.1996105775134004,1.0,1.0,100,"[[-61.30543518066406, 30.0, 84.9433822631836, 56.48668296941292, -23.547149773997372], [-101.9422836303711, 45.0, -90.52913665771484, 303.17582725903105, -42.038420444380314], [18.31492042541504, 60.0, 53.89090347290039, 80.16012142033185, -46.72078622120734], [11.000288963317871, 75.0, -17.486928939819336, 131.11869975704724, -69.61021365981316], [12.838127136230469, 90.0, 12.714512825012207, 147.6771195489701, -84.98938189466452], [38.4507942199707, 105.0, -6.741478443145752, 264.6665214188249, -73.685213401953]]",ok,18.71336889266968
grazing_N25_s40_h4_M6_r2_ms2.5,grazing,25,40.0,4,6,2,2.5,2222950652663161321,6525631649299428889,1.0,0.88,0.8,0.8,0.68,0.0,0.1839229889152616,0.1839229889152616,1.0,1.0,100,"[[-56.279441833496094, 30.0, -97.58818054199219, 307.3981412030239, -20.062209943945984], [-88.48387145996094, 45.0, 27.56315803527832, 360.0, -34.65399391767012], [40.9732666015625, 60.0, -14.659555435180664, 159.82797257849597, -49.35898150116595], [-7.144353866577148, 75.0, 0.2030751258134842, 2.8329101883536336, -64.66259122343942], [-189.16160583496094, 90.0, -173.0066375732422, 360.0, 0.0], [22.105600357055664, 105.0, -5.911426544189453, 240.2243720437974, -71.83060624801809]]",ok,19.601458072662357
grazing_N25_s40_h4_M6_r3_ms2.5,grazing,25,40.0,4,6,3,2.5,2222950652663161321,1655914030817825291,1.0,1.0,0.84,0.84,0.84,0.0,0.2043447352281397,0.2043447352281397,1.0,1.0,99,"[[-49.757869720458984, 30.0, -102.94232940673828, 301.2617852345216, -19.904997111729426], [100.16321563720703, 45.0, 13.6295804977417, 195.94449997995122, -38.97374002822464], [21.69024658203125, 60.0, 31.904863357543945, 79.51800958116037, -60.269310475354985], [-10.067670822143555, 75.0, -5.758267402648926, 84.45137314053231, -65.9548119191946], [-44.56296920776367, 90.0, 28.301654815673828, 46.51226614118948, -80.87882692336387], [154.95860290527344, 105.0, 60.539493560791016, 106.13355649734338, -9.056558221124291]]",ok,19.66525077819824
grazing_N25_s40_h4_M6_r4_ms2.5,grazing,25,40.0,4,6,4,2.5,2222950652663161321,7548462763891586702,1.0,1.0,0.96,0.96,0.96,1.0,0.2023579834217857,0.2023594740073684,0.999992633971846,1.0,100,"[[96.7627182006836, 30.0, 50.883792877197266, 152.5256233725149, -26.149174992494228], [-48.4710693359375, 45.0, -78.7747573852539, 311.8218034219712, -35.72174749109326], [25.479320526123047, 60.0, -13.183868408203125, 282.5211939566993, -78.5984981974424], [15.576725959777832, 75.0, -19.267375946044922, 252.1695231606955, -59.97606362365659], [-53.681121826171875, 90.0, 56.35956954956055, 38.87315523907226, -53.215146316313664], [-13.403654098510742, 105.0, 49.07866287231445, 131.7332494729732, -76.40511163713141]]",ok,18.97688627243042
grazing_N25_s40_h4_M7_r0_ms2.5,grazing,25,40.0,4,7,0,2.5,2222950652663161321,3354174576468949587,1.0,0.96,0.96,0.96,0.92,1.0,0.1955559037533709,0.1955559037533709,1.0,1.0,100,"[[-111.89435577392578, 30.0, -6.885037422180176, 352.9622258530148, -29.75218044745455], [75.69066619873047, 45.0, -21.988296508789062, 228.8038524617228, -37.14354690958323], [-33.194034576416016, 60.0, 66.56855010986328, 57.76776645009933, -46.304305226505846], [-38.78336715698242, 75.0, -36.96918869018555, 359.72412674145517, -67.5665329255498], [20.28104591369629, 90.0, -0.5305753946304321, 17.46435267711549, -84.82454754764896], [-166.25083923339844, 105.0, -139.94949340820312, 339.8231706159376, -37.60823381318351], [-75.73858642578125, 120.0, 73.01500701904297, 20.394535827383358, -38.25199103701373]]",ok,20.19713258743286
